2026-04-15 16:01:30 | DEV  | SCAN        | 43 SAML apps                            | ok        | candidates=3 no_match=23 already_oin=9 inactive=3 legacy=1 replaced=4
2026-04-16 12:15:08 | PROD | CONVERT     | Lookout                                 | FAILED    | create_oin_instance failed 403: {"errorCode":"E0000039","errorSummary":"Operation on application settings failed.","errorLink":"E0000039","errorId":"oaenFvWRwJERw26c9lLszpvag","errorCauses":[{"errorSummary":"audienceRestriction: The field cannot be left blank"}]} — File "/Users/WG81791/Projects/wes-tools/OKTA/Okta Admin/okta_client.py", line 263, in create_oin_instance
2026-04-16 12:15:09 | PROD | CONVERT     | SailPoint                               | FAILED    | create_oin_instance failed 400: {"errorCode":"E0000001","errorSummary":"Api validation failed: acsUrl","errorLink":"E0000001","errorId":"oaeBCD0SOt8QUGLYimVafapCA","errorCauses":[{"errorSummary":"acsUrl: The field cannot be left blank"},{"errorSummary":"audienceRestriction: The field cannot be left blank"}]} — File "/Users/WG81791/Projects/wes-tools/OKTA/Okta Admin/okta_client.py", line 263, in create_oin_instance
2026-04-16 12:15:11 | PROD | CONVERT     | Sentry                                  | ok        | → sentry  new_id=0oaEXAMPLE00EXAMPLE0
2026-04-16 12:15:12 | PROD | CONVERT     | Symplicity                              | FAILED    | create_oin_instance failed 400: {"errorCode":"E0000001","errorSummary":"Api validation failed: acsURL","errorLink":"E0000001","errorId":"oaeJOJV32UkR4OglDO_Q5ys_Q","errorCauses":[{"errorSummary":"acsURL: The field cannot be left blank"},{"errorSummary":"audienceRestriction: The field cannot be left blank"}]} — File "/Users/WG81791/Projects/wes-tools/OKTA/Okta Admin/okta_client.py", line 263, in create_oin_instance
2026-04-16 12:15:12 | PROD | CONVERT     | Symplicity - Booker                     | FAILED    | create_oin_instance failed 400: {"errorCode":"E0000001","errorSummary":"Api validation failed: acsURL","errorLink":"E0000001","errorId":"oaej093gUFbSGKf0nNUB2Ssqg","errorCauses":[{"errorSummary":"acsURL: The field cannot be left blank"},{"errorSummary":"audienceRestriction: The field cannot be left blank"}]} — File "/Users/WG81791/Projects/wes-tools/OKTA/Okta Admin/okta_client.py", line 263, in create_oin_instance
2026-04-16 12:15:13 | PROD | CONVERT     | Symplicity - Fischer                    | FAILED    | create_oin_instance failed 400: {"errorCode":"E0000001","errorSummary":"Api validation failed: acsURL","errorLink":"E0000001","errorId":"oaej3WKvrsPRwWrSQPnL2bTYg","errorCauses":[{"errorSummary":"acsURL: The field cannot be left blank"},{"errorSummary":"audienceRestriction: The field cannot be left blank"}]} — File "/Users/WG81791/Projects/wes-tools/OKTA/Okta Admin/okta_client.py", line 263, in create_oin_instance
2026-04-16 12:15:13 | PROD | CONVERT     | Symplicity - Heinrich                   | FAILED    | create_oin_instance failed 400: {"errorCode":"E0000001","errorSummary":"Api validation failed: acsURL","errorLink":"E0000001","errorId":"oaeeWaQ7CNqSxSyUReu6i9rDA","errorCauses":[{"errorSummary":"acsURL: The field cannot be left blank"},{"errorSummary":"audienceRestriction: The field cannot be left blank"}]} — File "/Users/WG81791/Projects/wes-tools/OKTA/Okta Admin/okta_client.py", line 263, in create_oin_instance
2026-04-16 12:15:13 | PROD | CONVERT     | Symplicity - Kaine                      | FAILED    | create_oin_instance failed 400: {"errorCode":"E0000001","errorSummary":"Api validation failed: acsURL","errorLink":"E0000001","errorId":"oaeRhDhSLqxSX6QYbUeOcg1Xg","errorCauses":[{"errorSummary":"acsURL: The field cannot be left blank"},{"errorSummary":"audienceRestriction: The field cannot be left blank"}]} — File "/Users/WG81791/Projects/wes-tools/OKTA/Okta Admin/okta_client.py", line 263, in create_oin_instance
2026-04-16 12:15:13 | PROD | CONVERT     | Symplicity - Markey                     | FAILED    | create_oin_instance failed 400: {"errorCode":"E0000001","errorSummary":"Api validation failed: acsURL","errorLink":"E0000001","errorId":"oaeSs66QZTIQr-kho4yTeLaaQ","errorCauses":[{"errorSummary":"acsURL: The field cannot be left blank"},{"errorSummary":"audienceRestriction: The field cannot be left blank"}]} — File "/Users/WG81791/Projects/wes-tools/OKTA/Okta Admin/okta_client.py", line 263, in create_oin_instance
2026-04-16 12:15:14 | PROD | CONVERT     | Symplicity - Tester                     | FAILED    | create_oin_instance failed 400: {"errorCode":"E0000001","errorSummary":"Api validation failed: acsURL","errorLink":"E0000001","errorId":"oaeDqKjUjIdQtuAIHWHo9173w","errorCauses":[{"errorSummary":"acsURL: The field cannot be left blank"},{"errorSummary":"audienceRestriction: The field cannot be left blank"}]} — File "/Users/WG81791/Projects/wes-tools/OKTA/Okta Admin/okta_client.py", line 263, in create_oin_instance
2026-04-16 12:15:14 | PROD | CONVERT     | Sympliciy - Warren                      | FAILED    | create_oin_instance failed 400: {"errorCode":"E0000001","errorSummary":"Api validation failed: acsURL","errorLink":"E0000001","errorId":"oaeFJhnnHE5S2GN6_xxcJBjew","errorCauses":[{"errorSummary":"acsURL: The field cannot be left blank"},{"errorSummary":"audienceRestriction: The field cannot be left blank"}]} — File "/Users/WG81791/Projects/wes-tools/OKTA/Okta Admin/okta_client.py", line 263, in create_oin_instance
2026-04-16 12:15:14 | PROD | CONVERT     | Webex Meetings                          | FAILED    | create_oin_instance failed 400: {"errorCode":"E0000001","errorSummary":"Api validation failed: siteName","errorLink":"E0000001","errorId":"oaeZiJFKxt4SwOEqC_Lr1UxGw","errorCauses":[{"errorSummary":"siteName: The field cannot be left blank"}]} — File "/Users/WG81791/Projects/wes-tools/OKTA/Okta Admin/okta_client.py", line 263, in create_oin_instance
2026-04-16 12:15:14 | PROD | CONVERT     | Zoom                                    | FAILED    | create_oin_instance failed 400: {"errorCode":"E0000001","errorSummary":"Api validation failed: subDomain","errorLink":"E0000001","errorId":"oaeK3DtCM-3SEa3rZW-AGweEA","errorCauses":[{"errorSummary":"subDomain: The field cannot be left blank"}]} — File "/Users/WG81791/Projects/wes-tools/OKTA/Okta Admin/okta_client.py", line 263, in create_oin_instance
2026-04-16 12:16:19 | PROD | SCAN        | 125 SAML apps                           | ok        | candidates=43 no_match=60 already_oin=11 inactive=0 legacy=0 replaced=11
2026-04-16 12:18:17 | PROD | SCAN        | 125 SAML apps                           | ok        | candidates=43 no_match=60 already_oin=11 inactive=0 legacy=0 replaced=11
2026-04-16 12:19:11 | PROD | AI_REVIEW   | Adobe Cloud Services                    | review_nee| Three candidates exist but none clearly match 'Adobe Cloud Services' — Creative Cloud, Experience Manager, and Sign are distinct products requiring human identification of the actual service.
2026-04-16 12:19:11 | PROD | AI_REVIEW   | CSOD-Pilot                              | confirmed | Cornerstone OnDemand — CSOD is the universally recognized abbreviation for Cornerstone OnDemand; verified OIN exact match.
2026-04-16 12:19:11 | PROD | AI_REVIEW   | CSOD-PILOT-FED                          | suggested | Cornerstone OnDemand — CSOD maps to Cornerstone OnDemand but the FED suffix may indicate a distinct federal-specific tenant; no gov OIN variant exists so human should confirm same template applies.
2026-04-16 12:19:11 | PROD | AI_REVIEW   | CSOD-STG                                | confirmed | Cornerstone OnDemand — CSOD-STG is a staging instance of Cornerstone OnDemand; verified OIN exact match.
2026-04-16 12:19:11 | PROD | AI_REVIEW   | CSOD-STG-FED                            | suggested | Cornerstone OnDemand — Staging + FED suffix; likely Cornerstone OnDemand but no gov OIN variant exists, verify same template applies to the federal staging tenant.
2026-04-16 12:19:11 | PROD | AI_REVIEW   | CSOD-TAM                                | confirmed | Cornerstone OnDemand — CSOD-TAM is a named instance of Cornerstone OnDemand; verified OIN exact match.
2026-04-16 12:19:11 | PROD | AI_REVIEW   | CSODFed-TAM                             | suggested | Cornerstone OnDemand — CSODFed-TAM maps to Cornerstone OnDemand but FED prefix suggests a federal-specific tenant; confirm same OIN template applies before migrating.
2026-04-16 12:19:11 | PROD | AI_REVIEW   | Everlaw                                 | confirmed | Everlaw — Exact name match to verified OIN app.
2026-04-16 12:19:11 | PROD | AI_REVIEW   | GitLab SSO                              | confirmed | GitLab — GitLab SSO label maps directly to the verified GitLab SSO OIN app; SSO suffix is a descriptor, not a distinct product.
2026-04-16 12:19:11 | PROD | AI_REVIEW   | Lookout                                 | suggested | Lookout Secure Access — Lookout is the vendor but the only OIN candidate is the specific 'Secure Access' product; verify this is the correct Lookout product in use.
2026-04-16 12:19:11 | PROD | AI_REVIEW   | SailPoint                               | suggested | SailPoint IdentityIQ — SailPoint label is vendor-level; only candidate is IdentityIQ specifically — confirm the deployment is IIQ and not IdentityNow or another SailPoint product.
2026-04-16 12:19:11 | PROD | AI_REVIEW   | Symplicity                              | suggested | Symplicity — Exact name match but OIN app is unverified; confirm the template works before migrating.
2026-04-16 12:19:11 | PROD | AI_REVIEW   | Symplicity - Booker                     | suggested | Symplicity — Per-senator Symplicity instance; OIN key is correct but app is unverified — confirm template supports multiple senator-specific instances.
2026-04-16 12:19:11 | PROD | AI_REVIEW   | Symplicity - Fischer                    | suggested | Symplicity — Per-senator Symplicity instance; OIN key is correct but app is unverified — confirm template supports multiple senator-specific instances.
2026-04-16 12:19:11 | PROD | AI_REVIEW   | Symplicity - Heinrich                   | suggested | Symplicity — Per-senator Symplicity instance; OIN key is correct but app is unverified — confirm template supports multiple senator-specific instances.
2026-04-16 12:19:11 | PROD | AI_REVIEW   | Symplicity - Kaine                      | suggested | Symplicity — Per-senator Symplicity instance; OIN key is correct but app is unverified — confirm template supports multiple senator-specific instances.
2026-04-16 12:19:11 | PROD | AI_REVIEW   | Symplicity - Markey                     | suggested | Symplicity — Per-senator Symplicity instance; OIN key is correct but app is unverified — confirm template supports multiple senator-specific instances.
2026-04-16 12:19:11 | PROD | AI_REVIEW   | Symplicity - Tester                     | suggested | Symplicity — Per-senator Symplicity instance; OIN key is correct but app is unverified — confirm template supports multiple senator-specific instances.
2026-04-16 12:19:11 | PROD | AI_REVIEW   | Sympliciy - Warren                      | suggested | Symplicity — Per-senator Symplicity instance (note label typo 'Sympliciy'); OIN key is correct but app is unverified — confirm template supports multiple senator-specific instances.
2026-04-16 12:19:11 | PROD | AI_REVIEW   | Webex Meetings                          | confirmed | Cisco Webex Meetings — Four candidates exist but 'Cisco Webex Meetings' (key=webex, verified) is the specific product-level match for 'Webex Meetings'; the others are generic, carrier-delivered, or SCIM-only variants.
2026-04-16 12:19:11 | PROD | OVERRIDE    | Adobe Cloud Services                    | review_nee| 
2026-04-16 12:19:23 | PROD | AI_REVIEW   | Zoom                                    | confirmed | Zoom for Government — Both candidates are verified; gov variant is preferred for a US federal government org per policy, even though plain Zoom is the exact label match.
2026-04-16 12:19:35 | PROD | OVERRIDE    | CSOD-PILOT-FED                          | cleared   | 
2026-04-16 12:19:38 | PROD | OVERRIDE    | CSOD-STG-FED                            | cleared   | 
2026-04-16 12:19:42 | PROD | OVERRIDE    | CSODFed-TAM                             | cleared   | 
2026-04-16 12:19:52 | PROD | OVERRIDE    | Lookout                                 | cleared   | 
2026-04-16 12:19:55 | PROD | OVERRIDE    | SailPoint                               | cleared   | 
2026-04-16 12:19:58 | PROD | OVERRIDE    | Symplicity                              | cleared   | 
2026-04-16 12:20:01 | PROD | OVERRIDE    | Symplicity - Booker                     | cleared   | 
2026-04-16 12:20:03 | PROD | OVERRIDE    | Symplicity - Fischer                    | cleared   | 
2026-04-16 12:20:06 | PROD | OVERRIDE    | Symplicity - Heinrich                   | cleared   | 
2026-04-16 12:20:07 | PROD | OVERRIDE    | Symplicity - Kaine                      | cleared   | 
2026-04-16 12:20:09 | PROD | OVERRIDE    | Symplicity - Markey                     | cleared   | 
2026-04-16 12:20:11 | PROD | OVERRIDE    | Symplicity - Tester                     | cleared   | 
2026-04-16 12:20:14 | PROD | OVERRIDE    | Sympliciy - Warren                      | cleared   | 
2026-04-16 12:22:25 | PROD | CONVERT     | Zoom                                    | ok        | → zoomforgovernment  new_id=0oaEXAMPLE00EXAMPLE0
2026-04-16 12:22:29 | PROD | CONVERT     | Webex Meetings                          | ok        | → webex  new_id=0oaEXAMPLE00EXAMPLE0
2026-04-16 12:22:29 | PROD | CONVERT     | Everlaw                                 | FAILED    | create_oin_instance failed 400: {"errorCode":"E0000001","errorSummary":"Api validation failed: environment","errorLink":"E0000001","errorId":"oaeDRN2YD0LRUKfaKERI4QrQA","errorCauses":[{"errorSummary":"environment: Not one of the allowed values."}]} — File "/Users/WG81791/Projects/wes-tools/OKTA/Okta Admin/okta_client.py", line 288, in create_oin_instance
2026-04-16 12:22:33 | PROD | CONVERT     | GitLab SSO                              | ok        | → gitlab_sso  new_id=0oaEXAMPLE00EXAMPLE0
2026-04-16 12:22:39 | PROD | CONVERT     | Lookout                                 | ok        | → lookoutsecureaccess  new_id=0oaEXAMPLE00EXAMPLE0
2026-04-16 12:22:42 | PROD | CONVERT     | SailPoint                               | ok        | → sailpointiiq  new_id=0oaEXAMPLE00EXAMPLE0
2026-04-16 12:26:11 | DEV  | SCAN        | 46 SAML apps                            | ok        | candidates=1 no_match=24 already_oin=12 inactive=3 legacy=1 replaced=5
2026-04-16 12:29:02 | PROD | SCAN        | 130 SAML apps                           | ok        | candidates=38 no_match=60 already_oin=16 inactive=0 legacy=0 replaced=16
2026-04-16 12:30:08 | PROD | AI_REVIEW   | Everlaw                                 | confirmed | Everlaw — Exact name match, verified OIN app, single unambiguous candidate.
2026-04-16 12:30:39 | PROD | CONVERT     | Everlaw                                 | FAILED    | create_oin_instance failed 400: {"errorCode":"E0000001","errorSummary":"Api validation failed: environment","errorLink":"E0000001","errorId":"oaeiVD39acyT5WaxIS0nipU8Q","errorCauses":[{"errorSummary":"environment: Not one of the allowed values."}]} — File "/Users/WG81791/Projects/wes-tools/OKTA/Okta Admin/okta_client.py", line 288, in create_oin_instance
2026-04-16 12:36:09 | PROD | SCAN        | 130 SAML apps                           | ok        | candidates=38 no_match=60 already_oin=16 inactive=0 legacy=0 replaced=16
2026-04-16 12:40:13 | PROD | SCAN        | 130 SAML apps                           | ok        | candidates=38 no_match=60 already_oin=16 inactive=0 legacy=0 replaced=16
2026-04-16 12:40:34 | PROD | AI_REVIEW   | Symplicity -test                        | suggested | Symplicity — Exact name match exists in OIN but unverified; '-test' suffix indicates a test instance, so verify before migrating production.
2026-04-16 12:40:41 | PROD | OVERRIDE    | Symplicity -test                        | cleared   | 
2026-04-16 12:44:26 | PROD | SCAN        | 130 SAML apps                           | ok        | candidates=38 no_match=60 already_oin=16 inactive=0 legacy=0 replaced=16
2026-04-16 12:45:08 | PROD | AI_REVIEW   | Symplicity -test                        | suggested | Symplicity — Exact name match but unverified OIN app; no gov variant available, so quick verification recommended before migration.
2026-04-16 12:46:38 | PROD | CONVERT     | Symplicity -test                        | ok        | → symplicity  new_id=0oaEXAMPLE00EXAMPLE0
2026-04-16 12:47:23 | PROD | SCAN        | 131 SAML apps                           | ok        | candidates=37 no_match=60 already_oin=17 inactive=0 legacy=0 replaced=17
2026-04-16 12:48:00 | PROD | AI_REVIEW   | CSOD-Pilot                              | confirmed | Cornerstone OnDemand — CSOD is the standard abbreviation for Cornerstone OnDemand; single verified exact-match candidate.
2026-04-16 12:48:00 | PROD | AI_REVIEW   | CSOD-PILOT-FED                          | confirmed | Cornerstone OnDemand — CSOD-PILOT-FED maps to Cornerstone OnDemand; no gov OIN variant exists in candidates, verified exact match is the correct choice.
2026-04-16 12:48:00 | PROD | AI_REVIEW   | CSOD-STG                                | confirmed | Cornerstone OnDemand — CSOD-STG is a staging instance of Cornerstone OnDemand; single verified exact-match candidate.
2026-04-16 12:48:00 | PROD | AI_REVIEW   | CSOD-STG-FED                            | confirmed | Cornerstone OnDemand — CSOD-STG-FED is a staging federal instance of Cornerstone OnDemand; no gov OIN variant in candidates, verified exact match applies.
2026-04-16 12:48:00 | PROD | AI_REVIEW   | CSOD-TAM                                | confirmed | Cornerstone OnDemand — CSOD-TAM is a Cornerstone OnDemand instance; single verified exact-match candidate.
2026-04-16 12:48:00 | PROD | AI_REVIEW   | CSODFed-TAM                             | confirmed | Cornerstone OnDemand — CSODFed-TAM is a federal Cornerstone OnDemand instance; no gov OIN variant in candidates, verified exact match applies.
2026-04-16 12:48:00 | PROD | AI_REVIEW   | Symplicity - Booker                     | suggested | Symplicity — Exact name match but OIN app is unverified; each senator office has its own custom instance so human should confirm one shared OIN template is appropriate.
2026-04-16 12:48:00 | PROD | AI_REVIEW   | Symplicity - Fischer                    | suggested | Symplicity — Exact name match but OIN app is unverified; each senator office has its own custom instance so human should confirm one shared OIN template is appropriate.
2026-04-16 12:48:00 | PROD | AI_REVIEW   | Symplicity - Heinrich                   | suggested | Symplicity — Exact name match but OIN app is unverified; each senator office has its own custom instance so human should confirm one shared OIN template is appropriate.
2026-04-16 12:48:00 | PROD | AI_REVIEW   | Symplicity - Kaine                      | suggested | Symplicity — Exact name match but OIN app is unverified; each senator office has its own custom instance so human should confirm one shared OIN template is appropriate.
2026-04-16 12:48:00 | PROD | AI_REVIEW   | Symplicity - Markey                     | suggested | Symplicity — Exact name match but OIN app is unverified; each senator office has its own custom instance so human should confirm one shared OIN template is appropriate.
2026-04-16 12:48:00 | PROD | AI_REVIEW   | Symplicity - Tester                     | suggested | Symplicity — Exact name match but OIN app is unverified; each senator office has its own custom instance so human should confirm one shared OIN template is appropriate.
2026-04-16 12:48:00 | PROD | AI_REVIEW   | Sympliciy - Warren                      | suggested | Symplicity — Label has a typo (Sympliciy) but maps to Symplicity; OIN app is unverified and per-senator instancing warrants human confirmation.
2026-04-16 12:49:29 | PROD | OVERRIDE    | Symplicity - Booker                     | cleared   | 
2026-04-16 12:49:31 | PROD | OVERRIDE    | Symplicity - Fischer                    | cleared   | 
2026-04-16 12:49:33 | PROD | OVERRIDE    | Symplicity - Heinrich                   | cleared   | 
2026-04-16 12:49:36 | PROD | OVERRIDE    | Symplicity - Kaine                      | cleared   | 
2026-04-16 12:49:38 | PROD | OVERRIDE    | Symplicity - Markey                     | cleared   | 
2026-04-16 12:49:41 | PROD | OVERRIDE    | Symplicity - Tester                     | cleared   | 
2026-04-16 12:49:43 | PROD | OVERRIDE    | Sympliciy - Warren                      | cleared   | 
2026-04-16 12:50:06 | PROD | CONVERT     | CSOD-Pilot                              | ok        | → cornerstone  new_id=0oaEXAMPLE00EXAMPLE0
2026-04-16 12:50:09 | PROD | CONVERT     | CSOD-PILOT-FED                          | ok        | → cornerstone  new_id=0oaEXAMPLE00EXAMPLE0
2026-04-16 12:50:12 | PROD | CONVERT     | CSOD-STG                                | ok        | → cornerstone  new_id=0oaEXAMPLE00EXAMPLE0
2026-04-16 12:50:15 | PROD | CONVERT     | CSOD-STG-FED                            | ok        | → cornerstone  new_id=0oaEXAMPLE00EXAMPLE0
2026-04-16 12:50:18 | PROD | CONVERT     | CSOD-TAM                                | ok        | → cornerstone  new_id=0oaEXAMPLE00EXAMPLE0
2026-04-16 12:50:21 | PROD | CONVERT     | CSODFed-TAM                             | ok        | → cornerstone  new_id=0oaEXAMPLE00EXAMPLE0
2026-04-16 12:50:24 | PROD | CONVERT     | Symplicity - Booker                     | ok        | → symplicity  new_id=0oaEXAMPLE00EXAMPLE0
2026-04-16 12:50:27 | PROD | CONVERT     | Symplicity - Fischer                    | ok        | → symplicity  new_id=0oaEXAMPLE00EXAMPLE0
2026-04-16 12:50:29 | PROD | CONVERT     | Symplicity - Heinrich                   | ok        | → symplicity  new_id=0oaEXAMPLE00EXAMPLE0
2026-04-16 12:50:32 | PROD | CONVERT     | Symplicity - Kaine                      | ok        | → symplicity  new_id=0oaEXAMPLE00EXAMPLE0
2026-04-16 12:50:32 | PROD | CONVERT     | Symplicity - Markey                     | FAILED    | create_oin_instance failed 429: {"errorCode":"E0000047","errorSummary":"API call exceeded rate limit due to too many requests.","errorLink":"E0000047","errorId":"oaeLTrn_DvyQhaCIAm_oJMGwg","errorCauses":[]} — File "/Users/WG81791/Projects/wes-tools/OKTA/Okta Admin/okta_client.py", line 288, in create_oin_instance
2026-04-16 12:50:32 | PROD | CONVERT     | Symplicity - Tester                     | FAILED    | create_oin_instance failed 429: {"errorCode":"E0000047","errorSummary":"API call exceeded rate limit due to too many requests.","errorLink":"E0000047","errorId":"oaeIx00HDc9SuGhrIWd026cDQ","errorCauses":[]} — File "/Users/WG81791/Projects/wes-tools/OKTA/Okta Admin/okta_client.py", line 288, in create_oin_instance
2026-04-16 12:50:33 | PROD | CONVERT     | Sympliciy - Warren                      | FAILED    | create_oin_instance failed 429: {"errorCode":"E0000047","errorSummary":"API call exceeded rate limit due to too many requests.","errorLink":"E0000047","errorId":"oaeGdRBlY__QeGXVQrVQ4slhg","errorCauses":[]} — File "/Users/WG81791/Projects/wes-tools/OKTA/Okta Admin/okta_client.py", line 288, in create_oin_instance
2026-04-16 12:51:22 | PROD | SCAN        | 141 SAML apps                           | ok        | candidates=27 no_match=60 already_oin=27 inactive=0 legacy=0 replaced=27
2026-04-16 12:52:45 | PROD | SCAN        | 141 SAML apps                           | ok        | candidates=27 no_match=60 already_oin=27 inactive=0 legacy=0 replaced=27
2026-04-16 12:52:53 | PROD | OVERRIDE    | Symplicity - Markey                     | cleared   | 
2026-04-16 12:52:55 | PROD | OVERRIDE    | Symplicity - Tester                     | cleared   | 
2026-04-16 12:52:57 | PROD | OVERRIDE    | Sympliciy - Warren                      | cleared   | 
2026-04-16 12:53:10 | PROD | CONVERT     | Symplicity - Markey                     | ok        | → symplicity  new_id=0oaEXAMPLE00EXAMPLE0
2026-04-16 12:53:13 | PROD | CONVERT     | Symplicity - Tester                     | ok        | → symplicity  new_id=0oaEXAMPLE00EXAMPLE0
2026-04-16 12:53:15 | PROD | CONVERT     | Sympliciy - Warren                      | ok        | → symplicity  new_id=0oaEXAMPLE00EXAMPLE0
2026-04-16 12:53:36 | PROD | SCAN        | 144 SAML apps                           | ok        | candidates=24 no_match=60 already_oin=30 inactive=0 legacy=0 replaced=30
2026-04-16 12:55:28 | PROD | OVERRIDE    | UCC-Cisco-UCCE                          | review_nee| 
2026-04-16 12:55:33 | PROD | OVERRIDE    | UCC-Cisco-Expressway-1                  | review_nee| 
2026-04-16 12:55:35 | PROD | OVERRIDE    | UCC-Cisco-Expressway-2                  | review_nee| 
2026-04-16 12:55:37 | PROD | OVERRIDE    | UCC-Cisco-Expressway-3                  | review_nee| 
2026-04-16 12:55:39 | PROD | OVERRIDE    | UCC-Cisco-Expressway-4                  | review_nee| 
2026-04-16 12:55:44 | PROD | OVERRIDE    | UCC-CUC-A                               | review_nee| 
2026-04-16 12:55:46 | PROD | OVERRIDE    | UCC-CUC-B                               | review_nee| 
2026-04-16 12:55:47 | PROD | OVERRIDE    | UCC-CUC-C                               | review_nee| 
2026-04-16 12:55:49 | PROD | OVERRIDE    | UCC-CUC-D                               | review_nee| 
2026-04-16 12:55:52 | PROD | OVERRIDE    | UCC-CUCM                                | review_nee| 
2026-04-16 12:55:56 | PROD | OVERRIDE    | UCC-CUCM-IM&P                           | review_nee| 
2026-04-16 12:55:57 | PROD | OVERRIDE    | UCC-HelpOne-UNX-1                       | review_nee| 
2026-04-16 12:55:59 | PROD | OVERRIDE    | UCC-HelpOne-UNX-2                       | review_nee| 
2026-04-16 12:56:01 | PROD | OVERRIDE    | UCC-Imagicle                            | review_nee| 
2026-04-16 12:56:04 | PROD | OVERRIDE    | UCC-LineOne-UNX-1                       | review_nee| 
2026-04-16 12:56:07 | PROD | OVERRIDE    | UCC-LineOne-UNX-2                       | review_nee| 
2026-04-16 12:56:10 | PROD | OVERRIDE    | UCC-Vyopta                              | no_oin    | 
2026-04-16 12:56:13 | PROD | OVERRIDE    | Veritone                                | no_oin    | 
2026-04-16 12:56:17 | PROD | OVERRIDE    | Wall Street Journal                     | no_oin    | 
2026-04-16 12:56:20 | PROD | OVERRIDE    | WebEOC                                  | no_oin    | 
2026-04-16 12:56:27 | PROD | OVERRIDE    | WebScribble SSO                         | no_oin    | 
2026-04-16 12:56:29 | PROD | OVERRIDE    | WellBeing SSO                           | no_oin    | 
2026-04-16 12:56:32 | PROD | OVERRIDE    | Whitehouse Tours SSO                    | no_oin    | 
2026-04-16 13:50:06 | PROD | AI_REVIEW   | AgilQuest                               | review_nee| AgilQuest is a commercial workplace hoteling platform that may have an OIN entry, but no candidates were provided — catalog search needed.
2026-04-16 13:50:06 | PROD | AI_REVIEW   | CE Services                             | no_oin    | CE Services is a known Senate-specific app with no OIN equivalent.
2026-04-16 13:50:06 | PROD | AI_REVIEW   | ComputerWorks - InterTrac - Casey-it01  | no_oin    | ComputerWorks-InterTrac is a known Senate-specific app with no OIN equivalent.
2026-04-16 13:50:06 | PROD | AI_REVIEW   | ComputerWorks - InterTrac - Reed-it01   | no_oin    | ComputerWorks-InterTrac is a known Senate-specific app with no OIN equivalent.
2026-04-16 13:50:06 | PROD | AI_REVIEW   | ComputerWorks - InterTrac - Reed-it02   | no_oin    | ComputerWorks-InterTrac is a known Senate-specific app with no OIN equivalent.
2026-04-16 13:50:06 | PROD | AI_REVIEW   | ComputerWorks - InterTrac - Schumer-it01| no_oin    | ComputerWorks-InterTrac is a known Senate-specific app with no OIN equivalent.
2026-04-16 13:50:06 | PROD | AI_REVIEW   | ComputerWorks - InterTrac - Sinema-it01 | no_oin    | ComputerWorks-InterTrac is a known Senate-specific app with no OIN equivalent.
2026-04-16 13:50:06 | PROD | AI_REVIEW   | DataPointer SSO                         | no_oin    | DataPointer is a known Senate-specific app with no OIN equivalent.
2026-04-16 13:50:06 | PROD | AI_REVIEW   | Democratic Cloakroom VPS (JEMNS)        | no_oin    | Democratic Cloakroom and JEMNS are both known Senate-specific apps with no OIN equivalent.
2026-04-16 13:50:06 | PROD | AI_REVIEW   | Disbursing GRB SSO                      | no_oin    | GRB (Senate Disbursing) is a known Senate-specific app with no OIN equivalent.
2026-04-16 13:50:06 | PROD | AI_REVIEW   | ECM                                     | review_nee| ECM is ambiguous — could be a Senate-specific content management system or a commercial product with an OIN entry; no candidates provided.
2026-04-16 13:50:06 | PROD | AI_REVIEW   | Exiger                                  | review_nee| Exiger is a commercial risk and compliance intelligence platform that may have an OIN entry, but no candidates were provided — catalog search needed.
2026-04-16 13:50:06 | PROD | AI_REVIEW   | iConstituent                            | no_oin    | iConstituent is a known Senate-specific custom instance with no OIN equivalent.
2026-04-16 13:50:06 | PROD | AI_REVIEW   | iConstituent - Legacy                   | no_oin    | iConstituent is a known Senate-specific custom instance with no OIN equivalent.
2026-04-16 13:50:06 | PROD | AI_REVIEW   | Infodesk SSO                            | review_nee| Infodesk is a commercial news and media intelligence service that may have an OIN entry, but no candidates were provided — catalog search needed.
2026-04-16 13:50:06 | PROD | AI_REVIEW   | IPTV                                    | no_oin    | IPTV is a known Senate-specific app with no OIN equivalent.
2026-04-16 13:50:06 | PROD | AI_REVIEW   | IPTV - Testing server                   | no_oin    | IPTV is a known Senate-specific app with no OIN equivalent; testing server variant is the same system.
2026-04-16 13:50:06 | PROD | AI_REVIEW   | JEMNS SSO                               | no_oin    | JEMNS is a known Senate-specific app with no OIN equivalent.
2026-04-16 13:50:06 | PROD | AI_REVIEW   | KeyCloak Vyopta SSO                     | review_nee| Vyopta is a commercial collaboration analytics platform that may have an OIN entry, but this appears to be a custom KeyCloak-fronted integration — catalog search and architecture review needed.
2026-04-16 13:50:06 | PROD | AI_REVIEW   | Kronos_Test                             | review_nee| Kronos/UKG is a major commercial workforce platform likely to have an OIN entry, but no candidates were provided — catalog search needed, and confirm whether test tenant needs separate treatment.
2026-04-16 13:50:06 | PROD | OVERRIDE    | CE Services                             | no_oin    | 
2026-04-16 13:50:06 | PROD | OVERRIDE    | AgilQuest                               | review_nee| 
2026-04-16 13:50:06 | PROD | OVERRIDE    | ComputerWorks - InterTrac - Reed-it01   | no_oin    | 
2026-04-16 13:50:06 | PROD | OVERRIDE    | ComputerWorks - InterTrac - Schumer-it01| no_oin    | 
